region_id,constraint_order,constraint_name,A_T,A_Cao,B_Ca,B_Cb,B_Cc,b
0,0,reaction_linearized,-0.002069444771857717,1.0,-1.0188173460947811,-0.016267933412605896,0.003155065625097764,-0.6283962111128566
0,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
1,0,reaction_linearized,-0.002376618763271643,1.0,-1.0187274294144433,-0.018727429414443383,0.003155065625097764,-0.7216709749441451
1,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
2,0,reaction_linearized,-0.0026809507841073724,1.0,-1.018638557006419,-0.021175829426348675,0.003155065625097764,-0.8140827616292354
2,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
3,0,reaction_linearized,-0.010479008505652917,1.0,-1.1212901515236728,-0.10353395416152134,0.018974317120763157,-3.3799280769090396
3,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
4,0,reaction_linearized,-0.01182019947826449,1.0,-1.1182678736686298,-0.11826787366862967,0.018974317120763157,-3.8125194830884874
4,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
5,0,reaction_linearized,-0.013104364731216601,1.0,-1.1154098325013095,-0.1327302597089975,0.018974317120763157,-4.226717657610668
5,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
6,0,reaction_linearized,-0.02667426812270006,1.0,-1.5092538677300906,-0.41920383516418613,0.0950305110276349,-9.192200504182827
6,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
7,0,reaction_linearized,-0.029338720591193444,1.0,-1.4766073286493726,-0.4766073286493726,0.0950305110276349,-10.110395568114608
7,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
8,0,reaction_linearized,-0.03176263673797867,1.0,-1.4478473419745275,-0.532293852142505,0.0950305110276349,-10.945699581858648
8,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
9,0,reaction_linearized,-0.04133854385188931,1.0,-2.7547442058130067,-1.3758550960835638,0.407066025359728,-15.6415580427337
9,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
10,0,reaction_linearized,-0.04484379467231442,1.0,-2.5752561750799012,-1.5752561750799012,0.407066025359728,-16.96786465765607
10,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
