region_id,constraint_order,constraint_name,A_T,A_Cao,B_Ca,B_Cb,B_Cc,b
0,0,reaction_linearized,-0.0020694447718577172,1,-1.0188173460947811,-0.016267933412605896,0.0031550656250977642,-0.6283962111128566
0,1,mass_balance,0,-1,1,1,1,2
1,0,reaction_linearized,-0.002376618763271643,1,-1.0187274294144433,-0.018727429414443383,0.0031550656250977642,-0.72167097494414512
1,1,mass_balance,0,-1,1,1,1,2
2,0,reaction_linearized,-0.0026809507841073716,1,-1.0186385570064189,-0.021175829426348668,0.0031550656250977642,-0.81408276162923543
2,1,mass_balance,0,-1,1,1,1,2
3,0,reaction_linearized,-0.010479008505652917,1,-1.1212901515236728,-0.10353395416152134,0.018974317120763157,-3.3799280769090396
3,1,mass_balance,0,-1,1,1,1,2
4,0,reaction_linearized,-0.01182019947826449,1,-1.1182678736686298,-0.11826787366862966,0.018974317120763157,-3.8125194830884883
4,1,mass_balance,0,-1,1,1,1,2
5,0,reaction_linearized,-0.013104364731216601,1,-1.1154098325013095,-0.13273025970899749,0.018974317120763157,-4.226717657610668
5,1,mass_balance,0,-1,1,1,1,2
6,0,reaction_linearized,-0.026674268122700059,1,-1.5092538677300906,-0.41920383516418613,0.095030511027634906,-9.1922005041828267
6,1,mass_balance,0,-1,1,1,1,2
7,0,reaction_linearized,-0.029338720591193444,1,-1.4766073286493726,-0.47660732864937261,0.095030511027634906,-10.110395568114608
7,1,mass_balance,0,-1,1,1,1,2
8,0,reaction_linearized,-0.031762636737978668,1,-1.4478473419745275,-0.53229385214250502,0.095030511027634906,-10.945699581858648
8,1,mass_balance,0,-1,1,1,1,2
9,0,reaction_linearized,-0.041338543851889308,1,-2.7547442058130067,-1.3758550960835638,0.40706602535972802,-15.641558042733701
9,1,mass_balance,0,-1,1,1,1,2
10,0,reaction_linearized,-0.044843794672314419,1,-2.5752561750799012,-1.5752561750799012,0.40706602535972802,-16.967864657656069
10,1,mass_balance,0,-1,1,1,1,2
11,0,reaction_linearized,-0.047901929793761927,1,-2.4265707744091527,-1.7681975291634779,0.40706602535972802,-18.124992934259783
11,1,mass_balance,0,-1,1,1,1,2
12,0,reaction_linearized,-0.059075214137462029,1,-7.0896946934118814,-4.6064867005103372,1.5240406819607994,-25.934643808747687
12,1,mass_balance,0,-1,1,1,1,2
13,0,reaction_linearized,-0.063750049226025951,1,-6.3189821676319813,-5.3189821676319813,1.5240406819607994,-27.986945855498249
13,1,mass_balance,0,-1,1,1,1,2
14,0,reaction_linearized,-0.067725258386597487,1,-5.7046201903944338,-6.008286917300576,1.5240406819607994,-29.732104720344687
14,1,mass_balance,0,-1,1,1,1,2
15,0,reaction_linearized,-0.10354414554962199,1,-21.758084927101766,-15.369542518552411,5.0771018619822126,-54.100007657928813
15,1,mass_balance,0,-1,1,1,1,2
16,0,reaction_linearized,-0.11149755930201233,1,-18.848275598224742,-17.848275598224738,5.0771018619822126,-58.255527437700366
16,1,mass_balance,0,-1,1,1,1,2
17,0,reaction_linearized,-0.11816406934554413,1,-16.578486388932888,-20.246587911056434,5.0771018619822126,-61.738662505282569
17,1,mass_balance,0,-1,1,1,1,2
18,0,reaction_linearized,-0.22397731896442896,1,-67.015987243343815,-48.160392664337799,15.274473984960519,-134.01918927890151
18,1,mass_balance,0,-1,1,1,1,2
