region_id,constraint_order,constraint_name,A_T,A_Cao,B_Ca,B_Cb,B_Cc,b
0,0,reaction_linearized,-0.005903403247501707,1.0,-1.0606666109772334,-0.052167421588821324,0.009479193542082084,-1.8585121290574484
0,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
1,0,reaction_linearized,-0.006721442876794192,1.0,-1.0598167575269417,-0.05981675752694179,0.009479193542082084,-2.1160477418809727
1,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
2,0,reaction_linearized,-0.007518587411497567,1.0,-1.0589943787465697,-0.06737561254184685,0.009479193542082084,-2.367005151403192
2,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
3,0,reaction_linearized,-0.03861343774595072,1.0,-2.372436921417103,-1.0861117347312754,0.3077918450257371,-14.285165047458202
3,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
4,0,reaction_linearized,-0.04196472481327758,1.0,-2.241207551079639,-1.2412075510796392,0.3077918450257371,-15.524984438654386
4,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
5,0,reaction_linearized,-0.04490938518259328,1.0,-2.131342504074684,-1.3913048263498708,0.3077918450257371,-16.61437097971146
5,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
6,0,reaction_linearized,-0.10354414554962199,1.0,-21.758084927101766,-15.36954251855241,5.077101861982213,-54.10000765792881
6,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
7,0,reaction_linearized,-0.11149755930201233,1.0,-18.848275598224742,-17.84827559822474,5.077101861982213,-58.255527437700366
7,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
8,0,reaction_linearized,-0.11816406934554424,1.0,-16.578486388932888,-20.246587911056437,5.077101861982213,-61.73866250528261
8,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
9,0,reaction_linearized,-0.6206489528193551,1.0,-238.04989220533986,-170.42664195094733,50.943450892053804,-413.68725222579144
9,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
10,0,reaction_linearized,-0.666843581484267,1.0,-200.5676810307797,-199.56768103078454,50.943450892053804,-444.47781251462794
10,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
11,0,reaction_linearized,-0.7048327859177617,1.0,-172.1589452652165,-227.77058521359666,50.943450892053804,-469.79913066869176
11,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
12,0,reaction_linearized,-3.612023166531774,1.0,-1853.1046681525424,-1300.5315537391662,351.09533189580515,-2761.047945745452
12,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
13,0,reaction_linearized,-3.875695906529895,1.0,-1534.563920825384,-1533.5639208255773,351.09533189580515,-2962.6006610946242
13,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
14,0,reaction_linearized,-4.089338295348561,1.0,-1298.4927583407875,-1759.1533428814032,351.09533189580515,-3125.9099344784395
14,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
