region_id,constraint_order,constraint_name,A_T,A_Cao,B_Ca,B_Cb,B_Cc,b
0,0,reaction_linearized,-0.003493631222396944,1.0,-1.0334616049666272,-0.028873282978924265,0.005376625841100445,-1.0792858948572106
0,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
1,0,reaction_linearized,-0.003999083190166795,1.0,-1.0331870477109701,-0.03318704771097021,0.005376625841100445,-1.2354349399666542
1,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
2,0,reaction_linearized,-0.004496685275472651,1.0,-1.032917859269333,-0.0374687488193655,0.005376625841100445,-1.3891589244785847
2,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
3,0,reaction_linearized,-0.02428493982101891,1.0,-1.4232322594384086,-0.3506958707236924,0.0762618311478395,-8.282148095606644
3,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
4,0,reaction_linearized,-0.0267924943297649,1.0,-1.398655199758565,-0.398655199758565,0.0762618311478395,-9.137325746953573
4,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
5,0,reaction_linearized,-0.029089852156372803,1.0,-1.3767835711064513,-0.44522396929365726,0.0762618311478395,-9.920817816062987
5,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
6,0,reaction_linearized,-0.04758347867282907,1.0,-3.983838810041119,-2.2987283235863227,0.7278668115087009,-19.052065185798813
6,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
7,0,reaction_linearized,-0.05146973126104844,1.0,-3.6422912834921557,-2.642291283492156,0.7278668115087009,-20.608091346650177
7,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
8,0,reaction_linearized,-0.054816830933373306,1.0,-3.3647622836155455,-2.9746735851247452,0.7278668115087009,-21.948244755335537
8,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
9,0,reaction_linearized,-0.10354414554962199,1.0,-21.758084927101766,-15.36954251855241,5.077101861982213,-54.10000765792881
9,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
10,0,reaction_linearized,-0.11149755930201233,1.0,-18.848275598224742,-17.84827559822474,5.077101861982213,-58.255527437700366
10,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
11,0,reaction_linearized,-0.11816406934554424,1.0,-16.578486388932888,-20.246587911056437,5.077101861982213,-61.73866250528261
11,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
12,0,reaction_linearized,-0.36310744288998764,1.0,-124.17019789698816,-89.21027267202015,27.513571865879676,-229.96926124316175
12,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
13,0,reaction_linearized,-0.3903250439558592,1.0,-105.24117588166408,-104.24117588166426,27.513571865879676,-247.20716625582747
13,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
14,0,reaction_linearized,-0.4128141147669191,1.0,-90.79154831867982,-118.78711733697112,27.513571865879676,-261.45031963021745
14,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
15,0,reaction_linearized,-1.3585205627326076,1.0,-598.0136088168562,-424.7624120928433,121.31474795703843,-965.1071748194057
15,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
16,0,reaction_linearized,-1.458714026919509,1.0,-499.9167573873238,-498.91675738732846,121.31474795703843,-1036.285656624853
16,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
17,0,reaction_linearized,-1.5405671843934563,1.0,-426.30636676730006,-570.6918600953568,121.31474795703843,-1094.434993283272
17,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
18,0,reaction_linearized,-4.552325891435402,1.0,-2419.4299260506864,-1692.8172564587821,450.990891022225,-3540.092901581263
18,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
19,0,reaction_linearized,-4.883878677624182,1.0,-1999.0463988364077,-1998.0463988360852,450.990891022225,-3797.923226748331
19,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
20,0,reaction_linearized,-5.151991462285402,1.0,-1688.4286999087758,-2293.537819758202,450.990891022225,-4006.4197598324777
20,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
