region_id,constraint_order,constraint_name,A_T,A_Cao,B_Ca,B_Cb,B_Cc,b
0,0,reaction_linearized,-0.0028958916593382713,1.0,-1.0271477959993844,-0.023472237127659237,0.004424214978109025,-0.8889614502963794
0,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
1,0,reaction_linearized,-0.003322070321738942,1.0,-1.0269630133346417,-0.027018676444416547,0.004424214978109025,-1.0197869252727612
1,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
2,0,reaction_linearized,-0.003736450197916668,1.0,-1.0267839514432495,-0.030490274619256783,0.004424214978109025,-1.146990487779226
2,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
3,0,reaction_linearized,-0.018353666274688988,1.0,-1.262873187834309,-0.22128680602799158,0.04390332068696545,-6.112171509748281
3,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
4,0,reaction_linearized,-0.020434729933507003,1.0,-1.2513461431956503,-0.2519640760139736,0.04390332068696545,-6.8052111354573706
4,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
5,0,reaction_linearized,-0.022346926354862278,1.0,-1.2409822819246425,-0.281404525336532,0.04390332068696545,-7.4420142849059605
5,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
6,0,reaction_linearized,-0.038245033810570324,1.0,-2.3235971316685164,-1.0508808561576728,0.29546533777177547,-14.105550886098365
6,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
7,0,reaction_linearized,-0.04159447883218102,1.0,-2.1975948075923153,-1.2015367952335885,0.29546533777177547,-15.340894733002237
7,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
8,0,reaction_linearized,-0.044496759796193185,1.0,-2.0935097827579514,-1.3451582855369495,0.29546533777177547,-16.411315327383136
8,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
9,0,reaction_linearized,-0.05844511559118806,1.0,-6.886140675230114,-4.465789666815046,1.4741647970300653,-25.540935386636534
9,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
10,0,reaction_linearized,-0.06309848844547944,1.0,-6.139516619947569,-5.159684890583936,1.4741647970300653,-27.574492754077248
10,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
11,0,reaction_linearized,-0.06699837137385226,1.0,-5.552775080692716,-5.820918373750718,1.4741647970300653,-29.2787696107738
11,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
12,0,reaction_linearized,-0.11252446102347047,1.0,-24.868223686700272,-17.680789724763333,5.8118609159659,-59.901861178697516
12,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
13,0,reaction_linearized,-0.12118843445663574,1.0,-21.473327281426798,-20.560407979004818,5.8118609159659,-64.5140861929647
13,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
14,0,reaction_linearized,-0.12833292354039672,1.0,-18.869655329424603,-23.30476711967769,5.8118609159659,-68.31742094698667
14,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
15,0,reaction_linearized,-0.26667084653276873,1.0,-83.94629910920068,-60.505277694276465,18.974505968597562,-163.12343422858655
15,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
16,0,reaction_linearized,-0.2868466400667711,1.0,-71.35382836036513,-70.66789017713185,18.974505968597562,-175.46503351604028
16,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
17,0,reaction_linearized,-0.30331656240880056,1.0,-61.84246569498916,-80.35426779516749,18.974505968597562,-185.53973920224993
17,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
18,0,reaction_linearized,-0.6447540200780644,1.0,-248.58758798943614,-178.39183472942779,53.1382956920206,-431.16329581101746
18,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
19,0,reaction_linearized,-0.6929432563390714,1.0,-209.14086624582876,-209.1049634945954,53.1382956920206,-463.38865506724443
19,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
20,0,reaction_linearized,-0.7319692503160962,1.0,-179.70194842493808,-238.38204494775604,53.1382956920206,-489.4863228001228
20,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
21,0,reaction_linearized,-1.459744811104386,1.0,-648.723996002404,-461.68736126594735,131.1422671116137,-1042.698977543838
21,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
22,0,reaction_linearized,-1.5678109576270423,1.0,-541.3306099515551,-542.9126348446531,131.1422671116137,-1119.8908672694313
22,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
23,0,reaction_linearized,-1.6547272670409807,1.0,-462.01362780492855,-620.3482773403382,131.1422671116137,-1181.9753811299272
23,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
24,0,reaction_linearized,-3.041609445551913,1.0,-1516.5719020040422,-1069.781077802143,291.2738987198856,-2295.482570929511
24,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
25,0,reaction_linearized,-3.2650311220051336,1.0,-1256.5278488406873,-1261.6935601367672,291.2738987198856,-2464.0974353448732
25,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
26,0,reaction_linearized,-3.443621175855526,1.0,-1066.25203306684,-1444.6708840324457,291.2738987198856,-2598.878170114899
26,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
27,0,reaction_linearized,-5.857147572457663,1.0,-3227.4925245014506,-2257.1964199635686,591.9683900340051,-4640.968840550105
27,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
28,0,reaction_linearized,-6.284584227283602,1.0,-2657.013294928456,-2669.3772010393304,591.9683900340051,-4979.652503854797
28,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
29,0,reaction_linearized,-6.624343694980901,1.0,-2243.111716364035,-3062.4058881798983,591.9683900340051,-5248.864280296936
29,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
